Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
April;04/07/19;1:46 PM;Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;231956
April;04/10/19;11:59 AM;Virginia:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
April;04/11/19;7:48 PM;Oregon: Washington:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/12/19;11:20 AM;"Minnesota: Martin County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/13/2019;6:15 PM;Mississippi: Arkansas: Texas: Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;60467
April;04/15/2019;4:35 AM;Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;75290
April;04/15/2019;10:00 AM;Minnesota:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/16/2019;10:30 AM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/17/2019;7:38 PM;Arizona:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
April;04/18/2019;8:08 PM;"Colorado: Clear Creek County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/18/2019;7:55 PM;Alabama: Mississippi: Georgia: Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;34695
April;04/21/2019;10:40 AM;"Utah: Salt Lake County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/25/2019;6:03 PM;"Arizona: Maricopa County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Generation Inadequacy;51366
April;04/26/2019;1:00 AM;Pennsylvania:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;5830
April;04/26/2019;5:46 PM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;54071
April;04/26/2019;3:16 PM;"Massachusetts: Hampden County[13];";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;0
April;04/28/2019;1:40 PM;South Carolina:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
April;04/28/2019;10:43 AM;Ohio:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
April;04/29/2019;5:17 PM;"Virginia: Surry County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
April;04/30/2019;12:25 PM;Indiana:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
May;05/08/19;9:22 AM;"Pennsylvania: Mercer County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;1
May;05/08/19;3:50 PM;Louisiana: Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Distribution Interruption;65844
May;05/09/19;5:55 PM;"Texas: Harris County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;238015
May;05/09/19;7:06 PM;"Texas: Harris County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;0
May;05/10/19;2:00 AM;Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;61008
May;05/11/19;2:08 PM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
May;05/15/2019;12:10 PM;West Virginia:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;Unknown
May;05/18/2019;3:45 PM;"Texas: Ector County, Midland County, Tarrant County, Dallas County, Stephens County, Anderson County, McLennan County, Ellis County, Hunt County, Young County, Bell County, Limestone County, Collin County, Rockwall County, Henderson County, Parker County, Falls County, Freestone County, Kaufman County, Grayson County, Smith County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;68000
May;05/18/2019;1:55 AM;"Colorado: Wyoming: Nebraska: Utah: Daggett County; New Mexico:";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
May;05/23/2019;4:55 PM;Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;100000
May;05/23/2019;1:11 AM;Indiana:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;0
May;05/24/2019;7:28 AM;"Kentucky: Shelby County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
May;05/24/2019;8:09 PM;North Dakota: Minnesota:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
May;05/24/2019;9:47 PM;California:;Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system;Severe Weather;10961
May;05/27/2019;10:07 PM;"Ohio: Montgomery County, Darke County, Mercer County, Miami County, Greene County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;70000
June;06/02/19;6:19 PM;California:;Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;Severe Weather/Transmission Interruption;Unknown
June;06/04/19;10:15 AM;"Nevada: Washoe County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
June;06/05/19;8:37 AM;"Idaho: Bannock County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Vandalism;0
June;06/05/19;10:16 AM;"South Dakota: Lincoln County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/05/19;9:46 AM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/06/19;6:09 PM;"Texas: Bexar County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;55017
June;06/07/19;2:43 PM;"Texas: Pecos County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;1
June;06/08/19;3:50 PM;"Texas: Potter County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
June;06/09/19;2:45 PM;"Texas: Collin County, Dallas County, Denton County, Palo Pinto County, Tarrant County, Ellis County, Williamson County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;558000
June;06/11/19;3:11 PM;"North Dakota: Mountrail County, Williams County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/11/19;7:52 AM;Utah:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
June;06/12/19;2:56 PM;"California: Imperial County, Riverside County;";Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Generation Inadequacy;30907
June;06/16/2019;2:00 AM;"Texas: Dallas County, Tarrant County, Collin County, Denton County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;340000
June;06/16/2019;3:25 AM;Oklahoma:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;Unknown
June;06/18/2019;6:21 AM;"Washington: Grant County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
June;06/19/2019;11:00 AM;Oklahoma:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/19/2019;10:30 PM;Arkansas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;82045
June;06/19/2019;3:00 PM;"Nevada: Clark County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/20/2019;4:11 PM;Virginia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;60000
June;06/21/2019;6:36 PM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
June;06/21/2019;7:15 PM;Kentucky: Tennessee:;Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;Severe Weather;50000
June;06/21/2019;10:00 AM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
June;06/22/2019;8:46 PM;Alabama: Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;34637
June;06/23/2019;10:00 PM;"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;265000
June;06/23/2019;5:13 AM;Arkansas:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;16199
June;06/24/2019;9:40 AM;"Oklahoma: Oklahoma County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
June;06/24/2019;5:30 AM;Arkansas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;56451
June;06/26/2019;1:58 PM;"North Dakota: Williams County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
June;06/28/2019;2:25 PM;"Idaho: Nez Perce County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
June;06/30/2019;3:15 PM;"New York: Nassau County, Suffolk County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;52498
June;06/30/2019;3:30 PM;"Illinois: Cook County, DeKalb County, DuPage County, Grundy County, Iroquois County, Ford County, Lake County, Kendall County, Kankakee County, Kane County, Ogle County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;100000
July;07/02/19;1:00 PM;"Idaho: Ada County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
July;07/06/19;10:00 PM;"Mississippi: Panola County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;3000
July;07/09/19;1:59 AM;Texas: Louisiana: Arkansas: Mississippi:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
July;07/10/19;12:10 PM;"Texas: Collin County, Dallas County, Denton County, Hood County, Johnson County, Tarrant County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;57000
July;07/10/19;12:00 PM;"Utah: Salt Lake County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
July;07/11/19;11:08 AM;"Texas: Lynn County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;2043
July;07/13/2019;11:55 PM;"Louisiana: Acadia Parish, Avoyelles Parish, Catahoula Parish, Evangeline Parish, Grant Parish, Iberia Parish, LaSalle Parish, Natchitoches Parish, Rapides Parish, Sabine Parish, St. Landry Parish, St. Martin Parish, St. Mary Parish, St. Tammany Parish, Allen Parish, Beauregard Parish, Calcasieu Parish, Vermilion Parish, De Soto Parish, Jefferson Davis Parish, Red River Parish, Tangipahoa Parish, Vernon Parish, Washington Parish;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;63000
July;07/13/2019;7:15 AM;Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;55730
July;07/13/2019;6:47 PM;"New York: New York County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident;Transmission Interruption;72669
July;07/17/2019;2:12 PM;"Oklahoma: Oklahoma County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
July;07/19/2019;7:00 PM;Michigan:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;400000
July;07/19/2019;9:55 AM;"Wisconsin: Dane County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;Unknown
July;07/20/2019;7:37 AM;"Missouri: Boone County;";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.;Suspicious Activity;0
July;07/20/2019;11:55 AM;Wisconsin: Michigan:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;50000
July;07/20/2019;3:00 AM;"Michigan: Kent County, Newaygo County, Mecosta County, Montcalm County, Isabella County, Ionia County, Allegan County, Barry County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;160000
July;07/21/2019;11:00 PM;"New York: Kings County, New York County, Queens County, Bronx County, Westchester County, Richmond County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;45000
July;07/22/2019;4:00 PM;"Pennsylvania: Bucks County, Delaware County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;165000
July;07/22/2019;5:50 PM;"New Jersey: Gloucester County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;95600
July;07/23/2019;11:55 PM;Nebraska:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
July;07/23/2019;3:22 AM;"California: Santa Cruz County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;25
July;07/23/2019;11:55 PM;"Nebraska: Scotts Bluff County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
July;07/23/2019;3:39 PM;Massachusetts:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;54535
July;07/24/2019;1:30 PM;"Utah: Iron County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;1
July;07/24/2019;8:01 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
July;07/28/2019;6:48 PM;Michigan:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
July;07/30/2019;8:45 AM;Louisiana:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;13720
August;08/02/19;6:24 PM;"Washington: Clark County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
August;08/02/19;1:49 AM;"Minnesota: Chisago County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
August;08/05/19;5:23 PM;"Oregon: Umatilla County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
August;08/07/19;3:00 PM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/07/19;8:40 AM;"Washington: Pierce County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Vandalism;0
August;08/07/19;9:30 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/08/19;4:16 PM;Ohio:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Severe Weather/Transmission Interruption;5600
August;08/09/19;9:53 AM;"Texas: Travis County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
August;08/10/19;4:11 PM;Michigan:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/10/19;7:59 PM;Michigan:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/13/2019;10:00 AM;"California: Placer County;";Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.;Vandalism;0
August;08/13/2019;12:00 AM;"North Dakota: Mercer County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;Unknown
August;08/13/2019;3:10 PM;"Texas: Williamson County;";Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/15/2019;8:30 AM;"New York: Tompkins County;";Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;Unknown
August;08/15/2019;11:03 PM;"California: Marin County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Distribution Interruption;61318
August;08/15/2019;11:00 AM;"Kentucky: Ohio County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/15/2019;3:11 PM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
August;08/15/2019;3:07 AM;District of Columbia: Maryland:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/18/2019;4:47 PM;Texas:;Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident;Distribution Interruption;86373
August;08/18/2019;4:30 PM;Texas:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Transmission Interruption/Distribution Interruption;61000
August;08/18/2019;3:59 PM;Louisiana: Texas:;Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.;Transmission Interruption;86373
August;08/21/2019;7:56 AM;Ohio:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;1397
August;08/21/2019;3:30 PM;"Massachusetts: Middlesex County[13];";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
August;08/24/2019;4:10 PM;Washington:;Cyber event that could potentially impact electric power system adequacy or reliability.;Suspicious Activity;0
August;08/25/2019;1:44 AM;"Washington: King County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
August;08/26/2019;9:09 AM;North Dakota:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
August;08/26/2019;7:00 PM;Oklahoma:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;95000
August;08/26/2019;7:00 PM;Oklahoma:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;103779
August;08/29/2019;11:30 PM;Michigan:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/31/2019;3:05 PM;Pennsylvania: New Jersey:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/31/2019;4:00 PM;"California: Calaveras County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
September;09/04/19;2:30 PM;Texas:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;Severe Weather;Unknown
September;09/04/19;11:13 AM;Maryland: District of Columbia:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
September;09/05/19;10:00 PM;North Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;2000
September;09/05/19;10:36 PM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;116000
September;09/05/19;4:15 AM;South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;172278
September;09/05/19;10:08 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
September;09/06/19;8:20 AM;North Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;77000
September;09/10/19;9:22 PM;"Wyoming: Sweetwater County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
September;09/11/19;10:35 PM;"Michigan: Ionia County, Kent County, Barry County, Montcalm County, Allegan County, Ottawa County, Newaygo County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;54000
September;09/13/2019;2:31 AM;Tennessee:;Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
September;09/19/2019;6:40 PM;"Minnesota: Washington County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Vandalism;0
September;09/19/2019;5:55 AM;"Arizona: Pima County;";Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
September;09/20/2019;12:21 AM;"Oklahoma: Oklahoma County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
September;09/24/2019;3:56 PM;"Washington: King County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
September;09/25/2019;5:25 PM;"Wisconsin: Marathon County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
September;09/25/2019;3:47 AM;"California: Napa County, Nevada County, Placer County, Plumas County, Sonoma County, Butte County, Yuba County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;69524
September;09/25/2019;9:59 AM;Texas:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;Unknown
September;09/26/2019;2:31 PM;"Maryland: Baltimore County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
September;09/29/2019;7:38 AM;"California: Alameda County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Distribution Interruption;50072
September;09/30/2019;5:35 AM;"Washington: King County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
September;09/30/2019;12:17 PM;"Nevada: Clark County;";"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Actual Physical Attack;0
September;09/30/2019;10:53 AM;"Idaho: Bonneville County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
October;10/03/19;12:13 AM;"Missouri: Reynolds County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
October;10/04/19;5:15 AM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
October;10/06/19;5:15 AM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
October;10/06/19;2:50 PM;"Texas: Hidalgo County, Cameron County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;Unknown
October;10/09/19;12:27 AM;California:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;737808
October;10/10/19;2:06 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/10/19;12:22 AM;"Colorado: Jefferson County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
October;10/11/19;10:56 AM;"Michigan: Wayne County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/12/19;3:00 PM;Texas:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
October;10/15/2019;3:19 AM;Ohio:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
October;10/15/2019;7:57 PM;"Kansas: Shawnee County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
October;10/16/2019;7:00 AM;Texas: Louisiana: Arkansas: Mississippi:;Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
October;10/17/2019;12:45 AM;Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;101683
October;10/19/2019;5:57 AM;"South Dakota: Codington County; Nebraska: Scotts Bluff County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
October;10/19/2019;2:00 PM;"California: Imperial County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
October;10/20/2019;10:15 PM;"Texas: Cass County, Cameron County, Collin County, Dallas County, Ellis County, Erath County, Hunt County, Kaufman County, Lamar County, Panola County, Rains County, Rockwall County, Rusk County, Tarrant County, Van Zandt County, Wood County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;400000
October;10/23/2019;12:49 AM;"New York: Monroe County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/23/2019;12:49 AM;"New York: Broome County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/23/2019;2:36 PM;California:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;50000
October;10/24/2019;5:02 PM;"Ohio: Lorain County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
October;10/24/2019;5:15 AM;California:;Fuel supply emergencies that could impact electric power system adequacy or reliability.;Fuel Supply Deficiency;0
October;10/25/2019;2:53 AM;"South Carolina: Cherokee County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
October;10/26/2019;6:20 PM;California:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather/Transmission Interruption;972000
October;10/26/2019;8:07 AM;Maine:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/26/2019;5:15 AM;Louisiana:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;82124
October;10/26/2019;6:00 PM;Tennessee:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;70000
